"source"|"name"
"EA SAML - Internet Explorer"|"EA SAML - Internet Explorer"
"Ppt. Nixon Ford Carter Day 1 (ej) - Copy.pptx | Edmodo - Internet Explorer"|"Ppt. Nixon Ford Carter Day 1 (ej) - Copy.pptx | Edmodo - Internet Explorer"
"truth"|"truth"
"Search Results in ContactCards (\\7071-s1)"|"Search Results in ContactCards (\\7071-s1)"
"20180316112944386 71.pdf - Adobe Acrobat Reader DC"|"20180316112944386 71.pdf - Adobe Acrobat Reader DC"
"Home Page - Gmetrix - Google Chrome"|"Home Page - Gmetrix - Google Chrome"
"Learning Systems Portal - Google Chrome"|"Learning Systems Portal - Google Chrome"
"Home - Employee Portal - Google Chrome"|"Home - Employee Portal - Google Chrome"
"Modern US History 2 - PowerPoint"|"Modern US History 2 - PowerPoint"
"EOC Review Project Ongoing - PowerPoint"|"EOC Review Project Ongoing - PowerPoint"
"Haiti - Wikipedia - Google Chrome"|"Haiti - Wikipedia - Google Chrome"
"Operation Uphold Democracy - Google Chrome"|"Operation Uphold Democracy - Google Chrome"
"haiti - Google Search - Google Chrome"|"haiti - Google Search - Google Chrome"
"The Long Legacy of Occupation in Haiti | The New Yorker - Google Chrome"|"The Long Legacy of Occupation in Haiti | The New Yorker - Google Chrome"
"2017-2018_MDCPS_1206310_Geometry_MAFS_S1 - Edgenuity.com - Google Chrome"|"2017-2018_MDCPS_1206310_Geometry_MAFS_S1 - Edgenuity.com - Google Chrome"
"(4) Never Enough - Loren Allred (Cover by DREW RYN) - YouTube - Google Chrome (Not Responding)"|"(4) Never Enough - Loren Allred (Cover by DREW RYN) - YouTube - Google Chrome (N"
"how far is haiti from us - Google Search - Google Chrome"|"how far is haiti from us - Google Search - Google Chrome"
"Obesity Facts | Healthy Schools | CDC - Google Chrome"|"Obesity Facts | Healthy Schools | CDC - Google Chrome"
"US Military Intervention in Haiti - Google Chrome"|"US Military Intervention in Haiti - Google Chrome"
"military actions in haiti - Google Search - Google Chrome"|"military actions in haiti - Google Search - Google Chrome"
"(4) Ellen Finds a Future 'Magic Mike' Dancer - YouTube - Google Chrome"|"(4) Ellen Finds a Future 'Magic Mike' Dancer - YouTube - Google Chrome"
"Lines Cut by a Transversal Flashcards | Quizlet - Google Chrome"|"Lines Cut by a Transversal Flashcards | Quizlet - Google Chrome"
"Proving Lines Parallel Flashcards | Quizlet - Google Chrome"|"Proving Lines Parallel Flashcards | Quizlet - Google Chrome"
"United States occupation of Haiti - Wikipedia - Google Chrome"|"United States occupation of Haiti - Wikipedia - Google Chrome"
"Operation Uphold Democracy - Wikipedia - Google Chrome"|"Operation Uphold Democracy - Wikipedia - Google Chrome"
"gmail - Google Search - Google Chrome"|"gmail - Google Search - Google Chrome"
"AMANDA Z (E:)"|"AMANDA Z (E:)"
"Mail - afuentes20@live.com - Google Chrome"|"Email"
"Business Plan Notebook-2017 2018 (2) - Word"|"Business Plan Notebook-2017 2018 (2) - Word"
"sy15_sampleservice_plantsitters_writtenplan_1 (4) (Protected View) - Word"|"sy15_sampleservice_plantsitters_writtenplan_1 (4) (Protected View) - Word"
"(517) YouTube - Google Chrome"|"(517) YouTube - Google Chrome"
"(517) EL B - Los Aldeanos ""No existe Kompetencia"" - YouTube - Google Chrome"|"(517) EL B - Los Aldeanos ""No existe Kompetencia"" - YouTube - Google Chrome"
"(517) CÓMO SE HACEN LOS EFECTOS DE SONIDO - YouTube - Google Chrome"|"(517) CÓMO SE HACEN LOS EFECTOS DE SONIDO - YouTube - Google Chrome"
"conflict about the afghanistan war - Google Search - Google Chrome"|"conflict about the afghanistan war - Google Search - Google Chrome"
"how did north korea and south korea split - Google Search - Google Chrome"|"how did north korea and south korea split - Google Search - Google Chrome"
"calum von moger camera setup - Google Search - Google Chrome"|"calum von moger camera setup - Google Search - Google Chrome"
"Microsoft Edge"|"Microsoft Edge"
"dea - Search Results in ContactCards (\\7071-s1)"|"dea - Search Results in ContactCards (\\7071-s1)"
"dearmas - Search Results in ContactCards (\\7071-s1)"|"dearmas - Search Results in ContactCards (\\7071-s1)"
"days - Search Results in ContactCards (\\7071-s1)"|"days - Search Results in ContactCards (\\7071-s1)"
"AQUINO, KELVIN 162075"|"AQUINO, KELVIN 162075"
"d'catry - Search Results in ContactCards (\\7071-s1)"|"d'catry - Search Results in ContactCards (\\7071-s1)"
"DE-ar - Search Results in ContactCards (\\7071-s1)"|"DE-ar - Search Results in ContactCards (\\7071-s1)"
"Presentation10.pptx - Google Chrome"|"Presentation10.pptx - Google Chrome"
"de-armas - Search Results in ContactCards (\\7071-s1)"|"de-armas - Search Results in ContactCards (\\7071-s1)"
"https://www.google.com/search?q=vietnam&rlz=1C1GCEA_enUS773US773&oq=vietnam&aqs=chrome..69i57j0l5.2715j0j7&sourceid=chrome&ie=UTF-8 - Google Chrome"|"https://www.google.com/search?q=vietnam&rlz=1C1GCEA_enUS773US773&oq=vietnam&aqs="
"20180314092057815 56.pdf - Adobe Acrobat Reader DC"|"20180314092057815 56.pdf - Adobe Acrobat Reader DC"
"dawkins - Search Results in ContactCards (\\7071-s1)"|"dawkins - Search Results in ContactCards (\\7071-s1)"
"Water Cycle Gizmo Flashcards | Quizlet - Google Chrome"|"Water Cycle Gizmo Flashcards | Quizlet - Google Chrome"
"20180314092057815 58.pdf - Adobe Acrobat Reader DC"|"20180314092057815 58.pdf - Adobe Acrobat Reader DC"
"Diaz U.S. History P5 | Edmodo - Google Chrome"|"Diaz U.S. History P5 | Edmodo - Google Chrome"
"DE- - ContactCards"|"DE- - ContactCards"
"dealma - Search Results in ContactCards (\\7071-s1)"|"dealma - Search Results in ContactCards (\\7071-s1)"
"what was vietnam war - Google Search - Google Chrome"|"what was vietnam war - Google Search - Google Chrome"
"dear - Search Results in ContactCards (\\7071-s1)"|"dear - Search Results in ContactCards (\\7071-s1)"
"black codes - Google Search - Google Chrome"|"black codes - Google Search - Google Chrome"
"the 13th amendment - Google Search - Google Chrome"|"the 13th amendment - Google Search - Google Chrome"
"DAVIS, DAMEIN 179829"|"DAVIS, DAMEIN 179829"
"de- - Search Results in ContactCards (\\7071-s1)"|"de- - Search Results in ContactCards (\\7071-s1)"
"daw - Search Results in ContactCards (\\7071-s1)"|"daw - Search Results in ContactCards (\\7071-s1)"
"DAVIS - Search Results in ContactCards (\\7071-s1)"|"DAVIS - Search Results in ContactCards (\\7071-s1)"
"d' - Search Results in ContactCards (\\7071-s1)"|"d' - Search Results in ContactCards (\\7071-s1)"
"dearmasf - Search Results in ContactCards (\\7071-s1)"|"dearmasf - Search Results in ContactCards (\\7071-s1)"
"herpes - Google Search - Google Chrome"|"herpes - Google Search - Google Chrome"
"vietnam flag - Google Search - Google Chrome"|"vietnam flag - Google Search - Google Chrome"
"DE-irala - Search Results in ContactCards (\\7071-s1)"|"DE-irala - Search Results in ContactCards (\\7071-s1)"
"dawson - Search Results in ContactCards (\\7071-s1)"|"dawson - Search Results in ContactCards (\\7071-s1)"
"d - Search Results in ContactCards (\\7071-s1)"|"d - Search Results in ContactCards (\\7071-s1)"
"DE-A - Search Results in ContactCards (\\7071-s1)"|"DE-A - Search Results in ContactCards (\\7071-s1)"
"dealba - Search Results in ContactCards (\\7071-s1)"|"dealba - Search Results in ContactCards (\\7071-s1)"
"aquino - Search Results in ContactCards (\\7071-s1)"|"aquino - Search Results in ContactCards (\\7071-s1)"
"MSN | Outlook, Office, Skype, Bing, Breaking News, and Latest Videos ‎- Microsoft Edge"|"MSN | Outlook, Office, Skype, Bing, Breaking News, and Latest Videos ‎- Micros"
"marijuana law in florida 2018 - Google Search - Google Chrome"|"marijuana law in florida 2018 - Google Search - Google Chrome"
"Mustang Rocket 725 HP Beast Designed by Galpin and Henrik Fisker 2015 (Official Video) - YouTube - Google Chrome"|"Mustang Rocket 725 HP Beast Designed by Galpin and Henrik Fisker 2015 (Official "
"Google - Mozilla Firefox"|"Google - Mozilla Firefox"
"Learning Systems Portal - Mozilla Firefox"|"Learning Systems Portal - Mozilla Firefox"
"civics project .2.pptx - Google Chrome"|"civics project .2.pptx - Google Chrome"
"bosnian flag - Google Search - Google Chrome"|"bosnian flag - Google Search - Google Chrome"
"Presentation5.pptx - Google Chrome"|"Presentation5.pptx - Google Chrome"
"bosnia - Google Search - Google Chrome"|"bosnia - Google Search - Google Chrome"
"Bosnian Genocide - Facts & Summary - HISTORY.com - Google Chrome"|"Bosnian Genocide - Facts & Summary - HISTORY.com - Google Chrome"
"gonzalez - Search Results in ContactCards (\\7071-s1)"|"gonzalez - Search Results in ContactCards (\\7071-s1)"
"digna gq - Search Results in ContactCards (\\7071-s1)"|"digna gq - Search Results in ContactCards (\\7071-s1)"
"Gulf War - Wikipedia - Google Chrome"|"Gulf War - Wikipedia - Google Chrome"
"alexa garcia - Search Results in ContactCards (\\7071-s1)"|"alexa garcia - Search Results in ContactCards (\\7071-s1)"
"Persian Gulf War - Facts & Summary - HISTORY.com - Google Chrome"|"Persian Gulf War - Facts & Summary - HISTORY.com - Google Chrome"
"shaina g"|"shaina g"
"gonzalez, kristy - Search Results in ContactCards (\\7071-s1)"|"gonzalez, kristy - Search Results in ContactCards (\\7071-s1)"
"kristy gonzalez - Search Results in ContactCards (\\7071-s1)"|"kristy gonzalez - Search Results in ContactCards (\\7071-s1)"
"gonzalez, jose - Search Results in ContactCards (\\7071-s1)"|"gonzalez, jose - Search Results in ContactCards (\\7071-s1)"
"gonzal - ContactCards"|"gonzal - ContactCards"
"alexa - Search Results in ContactCards (\\7071-s1)"|"alexA - Search Results in ContactCards (\\7071-s1)"
"gonzalez, katheryn - Search Results in ContactCards (\\7071-s1)"|"gonzalez, katheryn - Search Results in ContactCards (\\7071-s1)"
"shaina galeano - Search Results in ContactCards (\\7071-s1)"|"shaina galeano - Search Results in ContactCards (\\7071-s1)"
"dignagaleas - Search Results in ContactCards (\\7071-s1)"|"dignagaleas - Search Results in ContactCards (\\7071-s1)"
"gonzalez, kevin - Search Results in ContactCards (\\7071-s1)"|"gonzalez, kevin - Search Results in ContactCards (\\7071-s1)"
"digna ga - Search Results in ContactCards (\\7071-s1)"|"digna ga - Search Results in ContactCards (\\7071-s1)"
"kristy gonzalez - Search Results in 1-Master Scan"|"kristy gonzalez - Search Results in 1-Master Scan"
"sebastian galan - Search Results in ContactCards (\\7071-s1)"|"sebastian galan - Search Results in ContactCards (\\7071-s1)"
"ian galeano - Search Results in ContactCards (\\7071-s1)"|"ian galeano - Search Results in ContactCards (\\7071-s1)"
"kristy - Search Results in ContactCards (\\7071-s1)"|"kristy - Search Results in ContactCards (\\7071-s1)"
"sebastian - Search Results in ContactCards (\\7071-s1)"|"sebastian - Search Results in ContactCards (\\7071-s1)"
"gonzalez, kathery - Search Results in ContactCards (\\7071-s1)"|"gonzalez, kathery - Search Results in ContactCards (\\7071-s1)"
"kristy go - 1-Master Scan"|"kristy go - 1-Master Scan"
"digna - Search Results in ContactCards (\\7071-s1)"|"digna - Search Results in ContactCards (\\7071-s1)"
"Tempo X Almighty - Por Mas Que Me Amarre [Official Audio] - YouTube - Google Chrome"|"Tempo X Almighty - Por Mas Que Me Amarre [Official Audio] - YouTube - Google Chr"
"PowerPoint Slide Show - [Power Point Countercoulture (ej)]"|"PowerPoint Slide Show - [Power Point Countercoulture (ej)]"
"Paint"|"Paint"
"Untitled - Paint"|"Untitled - Paint"
"Iraq - Wikipedia - Google Chrome"|"Iraq - Wikipedia - Google Chrome"
"Layout Options"|"Layout Options"
"Log In - Quizizz - Google Chrome"|"Log In - Quizizz - Google Chrome"
"leading and lagging strand definition - Google Search - Google Chrome"|"leading and lagging strand definition - Google Search - Google Chrome"
"Kendrick Lamar - untitled 02 | 06.23.2014."|"Kendrick Lamar - untitled 02 | 06.23.2014."
"Discord"|"Discord"
"Files - OneDrive - Google Chrome"|"Files - OneDrive - Google Chrome"
"somalia map - Google Search - Google Chrome"|"somalia map - Google Search - Google Chrome"
"Jump List for Imagine Learning"|"Jump List for Imagine Learning"
"tgoogle traduvtor - Google Search - Google Chrome"|"tgoogle traduvtor - Google Search - Google Chrome"
"i-Ready - Summarizing a Story - Google Chrome"|"i-Ready - Summarizing a Story - Google Chrome"
"C:\WINDOWS\system32\cmd.exe"|"C:\WINDOWS\system32\cmd.exe"
"C:\WINDOWS\system32\cmd.exe - ping  10.10.9.206"|"C:\WINDOWS\system32\cmd.exe - ping  10.10.9.206"
"PuTTY (inactive)"|"PuTTY (inactive)"
"C:\WINDOWS\system32\cmd.exe - ipconfig"|"C:\WINDOWS\system32\cmd.exe - ipconfig"
"Cortana"|"Cortana"
"Select C:\WINDOWS\system32\cmd.exe"|"Select C:\WINDOWS\system32\cmd.exe"
"C:\WINDOWS\system32\cmd.exe - ping  10.163.64.1 -S 10.60.2.75"|"C:\WINDOWS\system32\cmd.exe - ping  10.163.64.1 -S 10.60.2.75"
"C:\WINDOWS\system32\cmd.exe - ping  10.10.9.205"|"C:\WINDOWS\system32\cmd.exe - ping  10.10.9.205"
"us foreign policy Attachment h answers - Google Search - Google Chrome"|"us foreign policy Attachment h answers - Google Search - Google Chrome"
"SS7C41_Lesson_Plan.pdf - Adobe Acrobat Reader DC"|"SS7C41_Lesson_Plan.pdf - Adobe Acrobat Reader DC"
"You're about to be signed out"|"You're about to be signed out"
"2017-2018_MDCPS_1206310_Geometry_MAFS_S2 - Edgenuity.com - Internet Explorer"|"2017-2018_MDCPS_1206310_Geometry_MAFS_S2 - Edgenuity.com - Internet Explorer"
"Lobby - Internet Explorer"|"Lobby - Internet Explorer"
"Edgenuity for Students - Internet Explorer"|"Edgenuity for Students - Internet Explorer"
"Edgenuity for Students - Existing Session - Internet Explorer"|"Edgenuity for Students - Existing Session - Internet Explorer"
"daDESCHOOLS - Google Search - Google Chrome"|"daDESCHOOLS - Google Search - Google Chrome"
"Opening - "|"Opening - "
"Imagine Learning - Google Chrome"|"Imagine Learning - Google Chrome"
"(4) YouTube - Google Chrome"|"(4) YouTube - Google Chrome"
"(4) Never Enough - Loren Allred (Cover by DREW RYN) - YouTube - Google Chrome"|"(4) Never Enough - Loren Allred (Cover by DREW RYN) - YouTube - Google Chrome"
"(4) YouTube - Google Chrome (Not Responding)"|"(4) YouTube - Google Chrome (Not Responding)"
"(4) Zac Efron ft Zendaya - Rewrite The Stars ( Traduction ) - YouTube - Google Chrome"|"(4) Zac Efron ft Zendaya - Rewrite The Stars ( Traduction ) - YouTube - Google C"
"Home - Home - Internet Explorer"|"Home - Home - Internet Explorer"
"i-Ready - Close Reading: Comparing Accounts of the Same Topic - Google Chrome"|"i-Ready - Close Reading: Comparing Accounts of the Same Topic - Google Chrome"
"i-Ready - Close Reading: Explain How Images Support Text - Google Chrome"|"i-Ready - Close Reading: Explain How Images Support Text - Google Chrome"
"Log in with Clever - Google Chrome"|"Log in with Clever - Google Chrome"
"i-Ready - Close Reading: Describe How Authors Use Reasons to Support Ideas - Google Chrome"|"i-Ready - Close Reading: Describe How Authors Use Reasons to Support Ideas - Goo"
"leading and learning strand - Google Search - Google Chrome"|"leading and learning strand - Google Search - Google Chrome"
